property,version,outcome,footnote
join-balance-eq,v1,N
join-balance-eq,v10,N
join-balance-eq,v11,N
join-balance-eq,v12,N
join-balance-eq,v13,N
join-balance-eq,v14,N
join-balance-eq,v15,N
join-balance-eq,v16,P!
join-balance-eq,v2,N
join-balance-eq,v3,N
join-balance-eq,v4,N
join-balance-eq,v5,N
join-balance-eq,v6,N
join-balance-eq,v7,N
join-balance-eq,v8,N
join-balance-eq,v9,N
join-balance-geq,v1,N
join-balance-geq,v10,N
join-balance-geq,v11,N
join-balance-geq,v12,N
join-balance-geq,v13,N
join-balance-geq,v14,N
join-balance-geq,v15,N
join-balance-geq,v16,P!
join-balance-geq,v2,N
join-balance-geq,v3,N
join-balance-geq,v4,N
join-balance-geq,v5,N
join-balance-geq,v6,N
join-balance-geq,v7,N
join-balance-geq,v8,N
join-balance-geq,v9,N
join-not-revert,v1,P!
join-not-revert,v10,P!
join-not-revert,v11,P!
join-not-revert,v12,N
join-not-revert,v13,P!
join-not-revert,v14,P!
join-not-revert,v15,P!
join-not-revert,v16,N
join-not-revert,v2,P!
join-not-revert,v3,P!
join-not-revert,v4,P!
join-not-revert,v5,N
join-not-revert,v6,P!
join-not-revert,v7,P!
join-not-revert,v8,P!
join-not-revert,v9,P!
join-player,v11,N
join-player,v12,N
join-player,v13,N
join-player,v14,N
join-player,v15,N
join-revert,v1,N
join-revert,v10,N
join-revert,v11,N
join-revert,v12,N
join-revert,v13,N
join-revert,v14,N
join-revert,v15,N
join-revert,v16,N
join-revert,v2,N
join-revert,v3,N
join-revert,v4,N
join-revert,v5,N
join-revert,v6,N
join-revert,v7,N
join-revert,v8,N
join-revert,v9,N
only-owner-or-player-receive,v1,N
only-owner-or-player-receive,v10,N
only-owner-or-player-receive,v11,N
only-owner-or-player-receive,v12,N
only-owner-or-player-receive,v13,N
only-owner-or-player-receive,v14,N
only-owner-or-player-receive,v15,N
only-owner-or-player-receive,v2,N
only-owner-or-player-receive,v3,N
only-owner-or-player-receive,v4,N
only-owner-or-player-receive,v5,N
only-owner-or-player-receive,v6,N
only-owner-or-player-receive,v7,N
only-owner-or-player-receive,v8,N
only-owner-or-player-receive,v9,N
owner-cannot-withdraw-before-deadline,v1,N
owner-cannot-withdraw-before-deadline,v10,N
owner-cannot-withdraw-before-deadline,v11,N
owner-cannot-withdraw-before-deadline,v12,N
owner-cannot-withdraw-before-deadline,v13,N
owner-cannot-withdraw-before-deadline,v14,N
owner-cannot-withdraw-before-deadline,v15,N
owner-cannot-withdraw-before-deadline,v2,N
owner-cannot-withdraw-before-deadline,v3,N
owner-cannot-withdraw-before-deadline,v4,N
owner-cannot-withdraw-before-deadline,v5,N
owner-cannot-withdraw-before-deadline,v6,N
owner-cannot-withdraw-before-deadline,v7,N
owner-cannot-withdraw-before-deadline,v8,N
owner-cannot-withdraw-before-deadline,v9,N
timeout-balance,v1,N
timeout-balance,v10,N
timeout-balance,v11,N
timeout-balance,v12,N
timeout-balance,v13,N
timeout-balance,v14,N
timeout-balance,v15,N
timeout-balance,v2,N
timeout-balance,v3,N
timeout-balance,v4,N
timeout-balance,v5,N
timeout-balance,v6,N
timeout-balance,v7,N
timeout-balance,v8,N
timeout-balance,v9,N
timeout-not-revert,v1,N
timeout-not-revert,v1,N
timeout-not-revert,v11,N
timeout-not-revert,v12,N
timeout-not-revert,v13,N
timeout-not-revert,v14,N
timeout-not-revert,v15,N
timeout-revert,v1,P!
timeout-revert,v11,N
timeout-revert,v12,N
timeout-revert,v13,N
timeout-revert,v14,N
timeout-revert,v15,N
win-balance,v1,N
win-balance,v10,N
win-balance,v11,N
win-balance,v12,N
win-balance,v13,N
win-balance,v14,N
win-balance,v15,N
win-balance,v16,N
win-balance,v2,N
win-balance,v3,N
win-balance,v4,N
win-balance,v5,N
win-balance,v6,N
win-balance,v7,N
win-balance,v8,N
win-balance,v9,N
win-not-revert,v1,N
win-not-revert,v11,N
win-not-revert,v12,N
win-not-revert,v13,N
win-not-revert,v14,N
win-not-revert,v15,N
win-pot,v1,N
win-pot,v10,N
win-pot,v11,N
win-pot,v12,N
win-pot,v13,N
win-pot,v14,N
win-pot,v15,N
win-pot,v16,N
win-pot,v2,N
win-pot,v3,N
win-pot,v4,N
win-pot,v5,N
win-pot,v6,N
win-pot,v7,N
win-pot,v8,N
win-pot,v9,N
win-revert,v1,P!
win-revert,v11,N
win-revert,v12,N
win-revert,v13,N
win-revert,v14,N
win-revert,v15,P!
win-revert,v16,N
